adult,backdrop_path,created_by,episode_run_time,first_air_date,genres,homepage,id,in_production,languages,last_air_date,last_episode_to_air,name,next_episode_to_air,networks,number_of_episodes,number_of_seasons,origin_country,original_language,original_name,overview,popularity,poster_path,production_companies,production_countries,seasons,spoken_languages,status,tagline,type,vote_average,vote_count
FALSE,,[],[],2019-10-03,"[{'id': 18, 'name': 'Drama'}]",,95627,TRUE,['ms'],2019-11-25,"{'id': 1989938, 'name': 'Episode 30', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2019-11-25', 'episode_number': 30, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 95627, 'still_path': None}",Sara Sajeeda,,"[{'id': 499, 'logo_path': '/g5kNaFJ5OJdBZq5keIbJl401yE2.png', 'name': 'TV3', 'origin_country': 'MY'}]",30,1,['MY'],ms,Sara Sajeeda,,0.5375,,"[{'id': 85677, 'logo_path': None, 'name': 'Zeel Production Sdn Bhd', 'origin_country': ''}]","[{'iso_3166_1': 'MY', 'name': 'Malaysia'}]","[{'air_date': '2019-10-03', 'episode_count': 30, 'id': 136142, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Malay', 'iso_639_1': 'ms', 'name': 'Bahasa melayu'}]",Returning Series,,Scripted,0,0
FALSE,,[],[],,"[{'id': 18, 'name': 'Drama'}, {'id': 10765, 'name': 'Sci-Fi & Fantasy'}]",,32462,TRUE,['en'],,,The Return of the Condor Heroes,,"[{'id': 11, 'logo_path': '/ufmYwN934igUGuPaorjcfsg57IU.png', 'name': 'CCTV', 'origin_country': 'CN'}]",41,1,['HK'],en,The Return of the Condor Heroes,The Return of the Condor Heroes is a Hong Kong television series adapted from Louis Cha's novel of the same title. It was first broadcast on CTV in 1976 in Hong Kong.,0.0281,,[],[],"[{'air_date': None, 'episode_count': 41, 'id': 43786, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Returning Series,,Scripted,0,0
FALSE,/A9OMk9nybfRQUX7ds8rpd4lmdaE.jpg,[],[],2020-12-09,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://program.tving.com/tvn/truebeauty,112888,FALSE,['ko'],2021-02-04,"{'id': 2664561, 'name': 'Happy Ending', 'overview': 'Ju Kyung and Soo Ho finally confirm that their feelings for one another haven\'t changed after all these years. After shedding tears from their reunion, they start their happy relationship, which is more grown-up from their high school days. Meanwhile, Seo Jun, who has now moved on from his unrequited love, gets ready to debut while Hee Kyung asks Soo Ho to include ""Missing Love"" on Seo Joon\'s debut album.', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2021-02-04', 'episode_number': 16, 'episode_type': 'finale', 'production_code': '', 'runtime': 81, 'season_number': 1, 'show_id': 112888, 'still_path': '/36nhKe9zIKeSCZitc3ot0f5fwHR.jpg'}",True Beauty,,"[{'id': 866, 'logo_path': '/aRDq8zBrX3YLpHSfueNQBkNnn7b.png', 'name': 'tvN', 'origin_country': 'KR'}]",16,1,['KR'],ko,여신강림,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",18.8537,/sld43SJArZqlnANJabq8R5wdOZk.jpg,"[{'id': 36225, 'logo_path': '/haNfBy6ZS1a1teY9JXNHHkFhZEj.png', 'name': 'Bon Factory', 'origin_country': 'KR'}, {'id': 119174, 'logo_path': '/hLiXjOBvOlEA0IdTveoR7MsZwbj.png', 'name': 'Studio N', 'origin_country': 'KR'}, {'id': 86418, 'logo_path': '/vzzqRwqTin3iAAMw2JlrmVPNnPa.png', 'name': 'Studio Dragon', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]","[{'air_date': '2020-12-09', 'episode_count': 16, 'id': 168311, 'name': 'Season 1', 'overview': '', 'poster_path': '/fdeY0Zek6mty27vQ8LS1zXkaFBs.jpg', 'season_number': 1, 'vote_average': 8.8}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Ended,Can makeup make it last?,Scripted,8.258,2497
FALSE,,[],[],2018-06-26,[],http://program.tving.com/tvn/tvnmath,82331,FALSE,['ko'],2018-07-17,"{'id': 1571216, 'name': 'Episode 4', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2018-07-17', 'episode_number': 4, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 82331, 'still_path': None}",My Mathematics Puberty,,"[{'id': 866, 'logo_path': '/aRDq8zBrX3YLpHSfueNQBkNnn7b.png', 'name': 'tvN', 'origin_country': 'KR'}]",4,1,['KR'],ko,나의 수학 사춘기,,1.822,/u4nVgxDTGd0IBujn1JnUcs1G4S2.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]","[{'air_date': '2018-06-26', 'episode_count': 4, 'id': 109254, 'name': 'Season 1', 'overview': '', 'poster_path': '/rzvJEmr9zvx78aiX71GLMMDwZZv.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Ended,,Scripted,0,0
FALSE,/aZh1ZTBlw8oJC88chVJrotloblx.jpg,"[{'id': 1239019, 'credit_id': '5258257f760ee36aaa7fcfa1', 'name': 'Adam de la Peña', 'original_name': 'Adam de la Peña', 'gender': 0, 'profile_path': '/iUdejz2WbTyKoY72EYVfPIuYeTR.jpg'}]",[22],2007-07-11,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",http://www.g4tv.com/codemonkeys,13120,FALSE,['en'],2008-08-17,"{'id': 492107, 'name': 'Car Robber Sunnyvale', 'overview': ""Jerry and Dave are threatened by a disgruntled actor. Also, Mr. Larrity's father comes to GameAVision to take over."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2008-08-17', 'episode_number': 13, 'episode_type': 'finale', 'production_code': '', 'runtime': 21, 'season_number': 2, 'show_id': 13120, 'still_path': '/dNWt9EHAkrIFaux0L5AIFpVg1nh.jpg'}",Code Monkeys,,"[{'id': 164, 'logo_path': '/apAZlt5T2uvebXaEN4f5Zw4C1pK.png', 'name': 'G4', 'origin_country': 'US'}]",26,2,['US'],en,Code Monkeys,"Set in the early 1980s, Code Monkeys follows the adventures of fictional video game company GameAVision.",2.1239,/meSp7BdlrDmDqrRI280CybLWf5r.jpg,"[{'id': 67220, 'logo_path': None, 'name': 'G4 Media', 'origin_country': ''}, {'id': 90103, 'logo_path': None, 'name': 'Monkey Wrangler Productions', 'origin_country': 'US'}]",[],"[{'air_date': '2007-07-11', 'episode_count': 13, 'id': 24043, 'name': 'Season 1', 'overview': '', 'poster_path': '/tFOopEeyKLWAApbxvBevoTFS9mW.jpg', 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2008-04-20', 'episode_count': 13, 'id': 24044, 'name': 'Season 2', 'overview': '', 'poster_path': '/6724Wift6ci2O5vSJyFyJKgntpp.jpg', 'season_number': 2, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,7.3,26
FALSE,/3SJSc3vWgEvlG9RVKSKTl8LpDK8.jpg,[],[5],2022-08-25,"[{'id': 10764, 'name': 'Reality'}]",https://vtm.be/vtmgo/familie-files~pe461d5a6-e8ea-40d4-81c4-17bce1acb0a4,208866,TRUE,['nl'],2022-08-25,"{'id': 3915425, 'name': 'Episode 10', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2022-08-25', 'episode_number': 10, 'episode_type': 'finale', 'production_code': '', 'runtime': 5, 'season_number': 1, 'show_id': 208866, 'still_path': None}",Familie Files,,"[{'id': 5257, 'logo_path': '/bLnc5Y8A48JcDQCtD5pGA1FLXlT.png', 'name': 'VTM GO', 'origin_country': 'BE'}]",10,1,['BE'],nl,Familie Files,,0.1184,/4KzpLXC1qsxotOOq3q88BY2Meiv.jpg,"[{'id': 70999, 'logo_path': '/ljumHgg7rNf2xuQ0iUUZSWz6Amt.png', 'name': 'Banijay Belgium', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}]","[{'air_date': '2022-08-25', 'episode_count': 10, 'id': 305906, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Returning Series,,Reality,0,0
FALSE,/6YjD35m7Lfjdz1TN6cE6yy9ImlO.jpg,[],[],2025-04-08,"[{'id': 18, 'name': 'Drama'}]",,294566,FALSE,[],2025-04-08,"{'id': 6335118, 'name': 'Episode 85', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-04-08', 'episode_number': 85, 'episode_type': 'standard', 'production_code': '', 'runtime': 2, 'season_number': 1, 'show_id': 294566, 'still_path': None}",心动还请告诉我,,"[{'id': 8020, 'logo_path': '/yP91Iu37daPsgzAREN3Og1yEiyt.png', 'name': 'Hong Guo Short Drama', 'origin_country': 'CN'}]",1,1,['CN'],zh,心动还请告诉我,,0.2847,/dnxJ95CkzWkRXxMc08pSLPqYfwz.jpg,[],[],"[{'air_date': '2025-04-08', 'episode_count': 1, 'id': 462408, 'name': 'Season 1', 'overview': '', 'poster_path': '/dnxJ95CkzWkRXxMc08pSLPqYfwz.jpg', 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Miniseries,0,1
FALSE,/2aDRwemB1wi669bCdcAvpyl6Ewm.jpg,[],[42],2017-08-28,[],,250486,FALSE,['hi'],2021-07-31,"{'id': 6472518, 'name': ""The Thagi Killer Gang's Vile Ways"", 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2021-07-31', 'episode_number': 33, 'episode_type': 'standard', 'production_code': '', 'runtime': 41, 'season_number': 9, 'show_id': 250486, 'still_path': None}",Savdhaan India - F.I.R.,,[],773,9,['IN'],hi,Savdhaan India - F.I.R.,Honest and brave police officers are out to investigate tough cases and nab twisted criminals across the nation. Zurm ka bura time shuru!,2.6939,/eP5hKcTQedSV6gqgWa5FtL6IK3O.jpg,[],[],"[{'air_date': '2017-08-28', 'episode_count': 32, 'id': 385945, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2017-09-29', 'episode_count': 56, 'id': 385946, 'name': 'Season 2', 'overview': '', 'poster_path': None, 'season_number': 2, 'vote_average': 0.0}, {'air_date': '2017-11-24', 'episode_count': 60, 'id': 385947, 'name': 'Season 3', 'overview': '', 'poster_path': None, 'season_number': 3, 'vote_average': 0.0}, {'air_date': '2018-01-31', 'episode_count': 45, 'id': 385948, 'name': 'Season 4', 'overview': '', 'poster_path': None, 'season_number': 4, 'vote_average': 0.0}, {'air_date': '2018-07-18', 'episode_count': 326, 'id': 385949, 'name': 'Season 5', 'overview': '', 'poster_path': None, 'season_number': 5, 'vote_average': 0.0}, {'air_date': '2019-10-07', 'episode_count': 65, 'id': 385950, 'name': 'Season 6', 'overview': '', 'poster_path': None, 'season_number': 6, 'vote_average': 0.0}, {'air_date': '2020-01-06', 'episode_count': 105, 'id': 385951, 'name': 'Season 7', 'overview': '', 'poster_path': None, 'season_number': 7, 'vote_average': 0.0}, {'air_date': '2020-10-21', 'episode_count': 51, 'id': 385952, 'name': 'Season 8', 'overview': '', 'poster_path': None, 'season_number': 8, 'vote_average': 0.0}, {'air_date': '2021-01-06', 'episode_count': 33, 'id': 385953, 'name': 'Season 9', 'overview': '', 'poster_path': None, 'season_number': 9, 'vote_average': 0.0}]","[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Ended,,Scripted,0,0
FALSE,/mUe1Rk9lx0Y9cqMyQCyQctvTh3T.jpg,[],[24],2014-07-04,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",http://www.tbs.co.jp/anime/locodol/,66856,FALSE,['ja'],2014-09-19,"{'id': 1349096, 'name': 'We Tried Being Locodols.', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2014-09-19', 'episode_number': 12, 'episode_type': 'finale', 'production_code': '', 'runtime': 24, 'season_number': 1, 'show_id': 66856, 'still_path': '/3Pz6M52kod21iVtDe4kL52JFquv.jpg'}",Locodol,,"[{'id': 160, 'logo_path': '/lUACMATs6jcscXIrzNCQzbvNVN5.png', 'name': 'TBS', 'origin_country': 'JP'}]",12,1,['JP'],ja,普通の女子校生が【ろこどる】やってみた。,,3.6094,/6daShVAkknB1wJvQoIFmPQ015Sg.jpg,"[{'id': 17315, 'logo_path': '/w8YlPWsdAhQsbIrX0w9H1HRD9rG.png', 'name': 'feel.', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]","[{'air_date': '2014-09-24', 'episode_count': 3, 'id': 181351, 'name': 'Specials', 'overview': '', 'poster_path': '/6C8ehBdwf1czAYNABfJHBLoDusM.jpg', 'season_number': 0, 'vote_average': 0.0}, {'air_date': '2014-07-04', 'episode_count': 12, 'id': 77961, 'name': 'Season 1', 'overview': '', 'poster_path': '/8rwP4jcB1sD4Kb8XmpQ3zdGQ0As.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Ended,,Scripted,7.9,9
FALSE,/4oLw17Tpvcgz9iK30y6U6DTdbp5.jpg,"[{'id': 1479128, 'credit_id': '55848bcac3a368502e0015a5', 'name': ""Phillip D'Antoni"", 'original_name': ""Phillip D'Antoni"", 'gender': 0, 'profile_path': None}, {'id': 1479129, 'credit_id': '55848bd192514173f200166b', 'name': 'Barry J. Weitz', 'original_name': 'Barry J. Weitz', 'gender': 0, 'profile_path': None}]","[60, 45]",1974-09-12,"[{'id': 18, 'name': 'Drama'}, {'id': 10759, 'name': 'Action & Adventure'}]",,148,FALSE,['en'],1976-03-02,"{'id': 7941, 'name': 'Sing It Again, Sonny', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1976-03-02', 'episode_number': 23, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 2, 'show_id': 148, 'still_path': None}",Movin' On,,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",45,2,['US'],en,Movin' On,"Movin' On is an American drama series that ran for two seasons, between 1974 and 1976. It originally appeared on the NBC television network. The pilot episode for the series was known as In Tandem.",4.3092,/4etNCiq5Vbjd4tms3UE6icS27dp.jpg,"[{'id': 66650, 'logo_path': None, 'name': ""D'Antoni/Weitz Productions"", 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': '1974-09-12', 'episode_count': 22, 'id': 436, 'name': 'Season 1', 'overview': '', 'poster_path': '/d8w5Sse2yWzS6zCaFNPBz95wKp3.jpg', 'season_number': 1, 'vote_average': 0.0}, {'air_date': '1975-09-09', 'episode_count': 23, 'id': 435, 'name': 'Season 2', 'overview': '', 'poster_path': '/dlFfHayI89gSvRDZe7kUDjLbcaq.jpg', 'season_number': 2, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,"Big wheels rollin', movin' on.",Scripted,5.2,3
FALSE,/kmoZussViblnsBYLigUSuGHLBpd.jpg,[],[],2023-09-30,"[{'id': 10764, 'name': 'Reality'}]",,227124,TRUE,['en'],2023-11-04,"{'id': 4904621, 'name': ""That's Amore!"", 'overview': ""Franco Noriega recreates his Italian grandmother's favorite dishes! A Prosciutto Flatbread Pizza with melty caramelized onions and sweet balsamic vinegar glaze is the perfect appetizer. Then, his meaty, rich and creamy Rigatoni Bolognese is the star of the meal, while Stuffed Zucchini with Lemon Aioli is the perfect side. Finally, his simple Deconstructed Tiramisu celebrates the best part of this iconic Italian dessert -- the filling!"", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2023-11-04', 'episode_number': 6, 'episode_type': 'standard', 'production_code': '', 'runtime': 22, 'season_number': 1, 'show_id': 227124, 'still_path': None}",Hot Dish with Franco,,"[{'id': 143, 'logo_path': '/tm2UclPxfamHyFuILLq4jNxsi8v.png', 'name': 'Food Network', 'origin_country': 'US'}]",6,1,['US'],en,Hot Dish with Franco,"A world-class chef and restaurateur, Franco Noriega loves to entertain. Inspired by his Peruvian and Italian roots and his love of international travel, Franco dishes up simple, colorful, crowd-pleasing plates for everyone to enjoy.",0.7217,/u59arOtvYuuvJ1Gwfi0SruRMrbY.jpg,"[{'id': 83601, 'logo_path': '/b17ZtJo7ZfnIuqLP0XvKKmeSYrk.png', 'name': 'Big Fish Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': '2023-09-30', 'episode_count': 6, 'id': 342314, 'name': 'Season 1', 'overview': 'Franco Noriega loves to entertain, and the world-class chef whips up simple, crowd-pleasing plates inspired by his Peruvian roots and travels. His mouthwatering dishes and family stories all culminate in a beautiful table filled with delicious food.', 'poster_path': '/u59arOtvYuuvJ1Gwfi0SruRMrbY.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Returning Series,,Reality,0,0
FALSE,/dgIm3LOheUTAWwrde31DgOc78Zl.jpg,[],[],,[],,49247,FALSE,[],,,Things Behind the Sun,,[],0,0,[],en,Things Behind the Sun,Things Behind the Sun is a 2001 film starring Kim Dickens and Gabriel Mann and directed by Allison Anders. Its title is taken from a song by Nick Drake.,0.0071,/hSisG7HuVJ6hqZXG1YXE4QzHpJf.jpg,[],[],[],[],Ended,,Scripted,0,0
FALSE,,[],[60],2005-06-07,[],,11085,FALSE,[],2005-07-05,"{'id': 444399, 'name': ""Sometimes It's Hard Work Getting Fired..."", 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2005-07-05', 'episode_number': 4, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 11085, 'still_path': None}",Fire Me...Please,,[],4,1,['US'],en,Fire Me...Please,"Fire Me...Please is an hour-long hidden camera reality series which aired on CBS in summer 2005. It was based on a BBC series called The Sack Race. Two contestants each reported to a new job at separate locations and figure out how to get fired as close to 3:00 p.m. as possible. When both contestants are fired, they report back to host Dave Holmes, and whoever was fired at the right time wins $25,000.

Fire Me...Please was believed to be the first reality show to employ a laugh track. The show was also believed to be the first reality series to have one half of an episode feature a repeat, and the other half feature new material. Although critics were not overwhelmed, the series did fairly well in the 18-49 year olds demographic, often placing second against the popular drama House. The show was announced as one of the debut selections on CBS's Innertube website in May 2006, but never appeared on the website.

The show's on-air title was Fire Me Please! but CBS insisted the official title was Fire Me...Please.

The show is a close adaptation of a short-lived British format, The Sack Race, devised by Hugh Rycroft and first broadcast on BBC Three in 2003, with a repeat run on BBC Two in 2004. The main difference between the two versions is that the UK version was played entirely for laughs, with all of the contestants being young stand-up comedians, and no significant prize money at stake - the prize being merely the average daily wage for the job they took on. While The Sack Race was promoted purely as a comedy programme, Fire Me...Please was advertised as a reality television show.",0.1775,,[],[],"[{'air_date': '2005-06-07', 'episode_count': 4, 'id': 21533, 'name': 'Fire me, please season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Scripted,0,0
